TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
281710229,308.01,,5,5,5,5,3,5,5,,,131.13,5,0,1,PC,APC,11.7628,0.006,,1,qlp-toi-update-03-29-22,QLP,00:45:56.33,-55:55:21.58,10.655,3.447,-11.213,3.447,2459108.717597,0.0004382,8.3092965,7e-06,2.201,0.116,18.627251,0.403414,17010.0,371.489,14.2736,2.39114,52.7075,750.0,99.0,,,4801.3,259.3,,,0.85,0.09,,,,,"2,28,29",2018-12-20,2022-03-29,2022-12-14 12:09:24,v-shaped; TFOP; previously retired as BEB due to chromaticity
228507250,309.01,,3,4,4,3,4,4,4,28.4,98.5,95.69,4,0,7,PC,PC,12.4154,0.006,,1,spoc-s01-s69-b0A-PC,QLP,23:52:09.5,-15:48:03.78,-3.629,2.154,-51.381,2.154,2459092.738679,0.0008715138,6.15733002410606,8.080587e-06,2.7071868073506,0.075562544,14.036639,0.442429,12845.0114879968,407.4089,,,231.117475027853,994.438536183304,37.748936,345.288,,5329.0,255.4,,,,,,,,,"2,29,69",2018-12-20,2024-04-25,2024-04-30 12:16:05,No stellar radius
175477257,310.01,,3,4,4,3,3,4,4,25.8,74.4,101.4,4,0,3,PC,PC,12.4191,0.006,,1,spoc-s01-s69-b0A-PC,SPOC,23:24:25.4,-36:58:33.59,-2.02,0.072,-1.992,0.069,2459090.953132,0.0007019589,4.26956745271824,5.5832907e-06,3.70029176304336,0.11175019,9.389091,0.195318,8610.38864243436,179.87822,12.2342645845454,0.76470196,631.835694128862,1278.7062524949,40.257168,557.751,14.742,5798.0,127.0,4.22,0.08,1.30429995059967,0.068593,,,1.04,0.129723,"2,29,69",2018-12-20,2024-04-24,2024-04-30 12:16:05,
434105231,311.01,,5,5,5,5,4,5,5,173.2,92.8,317.0,6,1,4,PC,APC,12.9517,0.006,,1,qlp-s42-tois,QLP,23:37:20.59,-13:27:20.86,52.969,0.052,-30.645,0.043,2459469.021432,0.0003545,0.7962992,4e-07,0.997,0.116,25.452527,0.030523,23170.0,28.1127,14.8058,1.64619,278.056,1137.0,91.0,232.861,1.881,4062.7,135.5,4.61,0.23,0.95,0.1,,,0.63,0.0779767,"2,29,42",2018-12-20,2022-03-29,2022-12-14 12:09:24,maybe EB; V-shaped; some odd-even; chromaticity; TFOP APC
180145006,312.01,,3,5,5,3,3,4,4,24.2,71.9,80.26,9,0,1,PC,APC,12.2607,0.006,,1,spoc-s01-s69-b0A-APC,QLP,00:58:05.6,-37:56:33.21,7.102,0.05,-6.082,0.043,2459090.600097,0.0012533407,3.54123103711607,7.647346e-06,2.4849488535777,0.12467383,5.474747,0.289577,5029.73687145404,266.67444,10.6621914215453,0.69447666,765.936029567341,1341.73847748303,19.37609,506.715,9.7745,5755.0,126.7,4.23,0.08,1.28259003162384,0.0676131,,,1.03,0.132742,"2,3,29",2018-12-20,2024-09-18,2024-10-01 12:15:24,
9102327,313.01,,5,5,5,5,5,5,5,12.5,52.2,34.73,2,1,7,EB,FP,11.3018,0.006,,1,qlp-s01s02,QLP,23:23:07.15,-19:25:10.74,-1.191,0.073,5.003,0.057,2458354.54332,0.00351,3.2615,0.00086,2.233,0.211,1.795424,0.003107,1652.28,2.86135,5.07097,0.314799,403.299,1248.0,16.0,304.942,3.442,5963.0,143.3,3.41,0.25,1.13,0.05,-1.3,0.18,0.929,0.11553,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,target star is two stars in Gaia; TFOP FP; retired as NEB
316769613,314.01,,1,4,1,3,4,4,4,2.1,30.9,7.51,3,2,4,PC,PC,11.1741,0.006,,1,qlp,QLP,23:38:40.39,-32:51:38.68,3.648,0.084,-29.532,0.073,2458355.59503,0.00519,10.18108,0.00011,3.674,0.646,1.292795,0.003893,1190.0,3.58558,2.66019,0.238474,57.0026,765.0,10.0,131.567,0.9315,4822.0,121.8,4.55,0.09,0.78,0.05,,,0.78,0.091789,"2,29",2018-12-20,2020-11-17,2022-12-14 12:09:24,TOI 314. TFOP investigation in progress.
66356824,315.01,,5,5,5,5,5,5,5,23.3,66.4,86.63,3,0,3,EB,FP,12.4245,0.006,,1,qlp-s29-tois,QLP,00:48:18.3,-32:07:10.06,-7.27,0.063,-26.111,0.043,2459109.39216,0.00204,3.55562,1e-05,1.838,0.38,2.837476,0.223628,2610.0,205.948,11.1675,2.19728,691.805,1428.0,14.0,551.619,12.738,5671.0,127.5,4.19,0.08,1.34,0.07,,,1.01,0.126219,"2,3,29",2018-12-20,2022-10-20,2022-12-14 12:09:24,odd-even; TFOP FP; retired as EB
8988289,316.01,,5,5,5,5,4,5,5,90.7,328.9,317.0,5,0,3,PC,APC,13.1186,0.006,,1,qlp-s01s02,QLP,23:39:02.2,-09:52:55.28,-30.127,0.104,16.057,0.088,2458365.98759,9e-05,13.32379,0.0,2.561,,109.240405,0.000816,95718.1,0.751665,28.7396,1.39025,12.7172,526.0,48.0,275.027,4.646,4312.0,103.3,4.59,0.22,0.84,0.04,,,0.66,,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,V-shaped; TFOP APC; previously BEB due to chromaticity
402319411,317.01,,3,4,4,3,4,4,4,51.7,54.9,317.0,4,0,4,PC,PC,12.9238,0.008,,1,spoc-s01-s72-b0A-PC,QLP,23:34:09.66,-14:51:36.14,51.309,0.059,-20.838,0.037,2459090.203596,0.00029328626,3.32629767967537,1.9578106e-06,2.94392288712629,0.039153244,26.624256,0.346783,24223.6280838055,319.3481,14.7729343157909,0.84335023,371.945532023521,1120.05561121004,78.41019,446.344,5.5945,5391.0,127.5,4.46,0.08,0.947584986686707,0.052789,,,0.94,0.121342,"2,29,42,69,70",2018-12-20,2024-09-18,2024-10-01 12:15:24,
206352378,318.01,,3,4,4,3,1,4,4,30.2,93.3,79.89,4,0,0,PC,PC,13.2316,0.006,,1,spoc-s01-s69-b0A-PC,QLP,23:40:03.78,-53:02:20.46,35.059,0.029,0.073,0.034,2459065.374875,0.0003933527,3.74637647040525,2.6190844e-06,1.95600910711775,0.06803786,20.667714,0.394259,18855.6336929167,363.06018,10.6334287587729,0.40632597,142.425520039158,881.082758939916,59.18872,319.923,2.5615,4696.0,122.0,4.53,,0.775888025760651,,,,0.75,,"1,2,28,68,69",2018-12-20,2024-04-24,2024-04-30 12:16:05,V-shaped
389753172,319.01,,5,5,5,5,3,5,5,302.4,195.3,317.0,4,0,4,PC,APC,12.7464,0.006,,1,qlp-toi-update-03-29-22,QLP,23:25:09.78,-47:56:44.14,-32.589,0.043,-8.129,0.093,2459086.530897,0.0002584,0.7135373,3e-07,0.892,0.038,20.318489,2.061924,18540.0,1897.3,16.1586,3.83695,667.233,1415.0,146.0,182.561,1.815,4349.7,128.9,4.58,0.22,0.74,0.07,,,0.65,0.0819712,"1,2,28",2018-12-20,2022-03-29,2022-12-14 12:09:24,There is a potential odd even; TFOP APC: previously retired as BEB due to chromaticity
188593930,320.01,,5,5,5,5,5,5,5,15.0,70.5,24.74,5,2,3,EB,FP,12.3574,0.007,,1,qlp-s01s02,QLP,23:02:05.43,-16:21:38.52,-28.458,0.068,-176.929,0.056,2458354.27607,0.00343,1.46503,0.00029,1.145,0.252,3.438668,0.010086,3162.12,9.28965,5.43222,0.825769,601.367,1379.0,15.0,379.256,5.205,5912.5,441.0,4.36,,0.88,0.12,,,1.11,0.137905,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,TFOP FP; retired as NEB
175476629,321.01,,5,5,5,5,5,5,5,22.5,78.0,34.69,1,0,3,EB,FP,12.8509,0.006,,1,qlp-s01s02,QLP,23:23:54.7,-38:13:32.84,25.692,0.047,-13.893,0.058,2458354.27156,0.00674,1.14057,0.00053,2.188,0.24,5.45213,0.91602,5009.01,843.33,6.52263,2.67802,13201.6,2986.0,16.0,380.053,6.5265,5349.5,38.6,4.44,2.0,0.84,0.01,,,0.93,0.11685,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,TFOP FP; retired as NEB
198077394,322.01,,3,4,4,3,3,4,4,35.6,36.0,317.0,2,7,2,PC,PC,10.7074,0.006,,1,spoc-s01-s69-b0A-PC,QLP,04:15:18.05,-56:15:13.23,7.012,1.094,15.022,1.094,2459089.946422,0.0003475587,3.99053299831953,3.949368e-06,3.45390556645371,0.0749885,3.595832,0.053875,3306.40509154368,49.619854,16.0765988740022,0.5979652,862.367745650071,1382.11084806271,62.982124,277.798,,5868.2,,,,2.76442003250122,,0.07,0.1,,,"2,3,4,5,12,29,30,31,32,69",2018-09-28,2024-05-01,2024-09-01 00:00:00,
251852984,323.01,,3,4,3,3,4,4,4,13.0,49.9,33.43,3,0,3,PC,PC,13.3547,0.006,,1,spoc-s01-s69-b0A-PC,QLP,00:32:48.66,-32:03:33.9,-15.897,0.035,-24.559,0.025,2458355.57459,0.00404,2.77239154333576,0.0005796898,1.82233689252042,0.45648584,6.405178,0.546583,5882.01943541182,503.295,6.37031285952517,0.81842166,193.912869413604,951.746761633407,9.44852,315.141,2.503,4558.0,122.0,4.52,,0.775641024112701,,,,0.72,,"2,29,69",2018-12-20,2024-03-27,2024-04-05 12:16:16,
156002449,324.01,,3,4,4,3,1,4,4,43.3,78.8,317.0,3,0,0,PC,PC,13.4081,0.006,,1,spoc-s01-s69-b0A-PC,QLP,00:33:55.68,-50:43:45.96,14.855,0.025,-34.13,0.027,2459092.324667,0.0006679345,5.284869067171,5.2987384e-06,4.77254942728362,0.07910947,30.027148,0.456606,27277.099088252,420.46158,21.3770659555975,0.27079666,523.276029395622,1219.83884688426,59.74587,944.552,18.162,6113.0,122.0,4.29,,1.27295005321503,,,,1.15,,"2,29,69",2018-12-20,2024-04-24,2024-04-30 12:16:05,~2300 ppm secondary in spoc-s01-s69
66413476,325.01,,3,4,3,3,3,4,4,14.4,61.5,30.0,4,0,3,PC,PC,12.004,0.006,,1,qlp,UNKNOWN,00:55:30.5,-33:30:44.3,15.485,0.05,-28.463,0.044,2458357.72126,0.00274,4.36907,1e-05,1.308,0.323,4.318952,0.009435,3970.0,8.69028,5.94716,0.577653,26.8795,634.0,20.0,180.753,1.393,4391.0,122.6,4.36,0.1,0.9,0.08,,,0.69,0.0809133,"2,3,29",2018-12-20,2020-11-17,2022-12-14 12:09:24,There might be some odd even difference.
144336525,326.01,,5,5,5,5,3,5,5,145.4,113.4,317.0,10,3,1,PC,APC,11.7549,0.006,,1,qlp,QLP,23:44:27.56,-46:51:59.76,-14.323,0.041,-4.79,0.047,2458354.25954,0.00091,0.24733,1e-05,0.499,0.063,7.020577,0.823572,6445.33,758.25,11.0751,3.83251,22981.4,3430.0,36.0,462.239,6.762,6316.0,152.4,3.75,0.12,1.25,0.06,-0.4,0.1,0.94,0.11908,2,2018-12-20,2018-12-20,2022-12-14 12:09:24,really short period.
206669860,327.01,,3,4,4,3,3,4,4,26.2,51.7,317.0,7,0,3,PC,PC,13.4573,0.006,,1,spoc-s01-s69-b0A-PC,QLP,22:54:31.92,-34:30:09.81,-5.904,0.043,2.902,0.036,2459066.81665,0.0030170418,10.0550763889805,4.1049218e-05,3.3888241436001,0.29777676,14.325614,1.275452,13107.7141417626,1174.0449,20.593194376262,16.799604,223.399248619033,986.030109019708,16.19822,958.071,21.836,5960.0,123.0,4.23,,1.31971001625061,,,,1.09,,"2,28,68",2018-12-20,2024-04-24,2024-07-26 00:00:00,
139357541,328.01,,3,4,4,3,3,4,4,13.0,48.9,63.58,3,0,1,PC,PC,12.7703,0.006,,1,spoc-s01-s69-b0A-PC,QLP,23:17:57.06,-43:55:31.9,12.568,0.045,2.348,0.05,2459063.3541,0.0015263725,4.47816033405173,1.0232187e-05,1.57744263730935,0.14502557,4.72217,0.473966,4339.83454478055,436.44336,9.29723928247125,0.8076569,571.743200404388,1247.15376362483,12.593698,659.967,14.1285,6074.0,133.7,4.33,0.08,1.20333003997803,0.0626834,,,1.14,0.152888,"28,68,69",2018-12-20,2024-04-24,2024-04-30 12:16:05,V-shaped
169765334,329.01,,4,5,5,4,4,4,4,6.5,33.4,22.34,3,11,8,PC,CP,10.6929,0.007,,1,spoc-s01-s72-b0A-CP,QLP,23:25:17.06,-15:38:04.67,52.133,0.117,5.002,0.082,2459090.797418,0.0019340388,5.70428581412041,1.8516026e-05,4.06126395877574,0.49649572,1.022144,0.058166,940.986289049615,53.571136,5.02478677570895,1.8882914,576.874936668911,1249.94288059191,16.090202,284.388,4.186,5560.5,123.1,4.01,0.08,1.61147999763489,0.0831859,-0.11,0.1,0.98,0.124394,"29,42,69,70",2018-12-20,2024-06-06,2024-08-16 12:14:51,
27966179,330.01,,3,4,3,3,4,4,4,28.8,102.6,60.28,6,0,4,PC,PC,12.8696,0.006,,1,spoc-s01-s69-b0A-PC,QLP,23:55:00.4,-22:32:20.07,25.159,0.045,-36.495,0.036,2459091.763748,0.00044520167,4.27946689459111,3.0960223e-06,2.46413393485057,0.0788265,18.628664,0.322151,17011.2798568196,296.66782,9.00999257610699,0.87455803,74.8950024194416,750.296567037879,62.723557,200.326,1.5575,4314.0,123.7,4.57,0.1,0.703041017055511,0.061892,,,0.674,0.0770132,"2,29,69",2018-12-20,2024-04-24,2024-04-30 12:16:05,
262531275,331.01,,5,5,5,5,5,5,5,9.3,26.7,55.52,4,0,3,PC,FP,13.0261,0.006,,1,qlp,QLP,01:21:40.62,-42:28:54.42,-6.279,0.022,-14.514,0.023,2459141.054998,0.0070202,2.4843369,2.34e-05,1.154,0.295,4.842308,0.019457,4450.0,17.9205,8.59746,,160.141,991.0,12.0,939.136,17.157,5608.0,122.0,3.94,,1.76,,,,0.99,,"2,3,29,30",2018-12-20,2020-12-22,2023-11-15 12:02:49,possible centroid offset; the fainter star to the north has a smaller radius than the target.
139285832,332.01,,3,5,5,3,4,4,4,11.2,61.4,10.81,7,2,4,PC,CP,11.5273,0.006,,1,qlp,UNKNOWN,23:12:14.15,-44:52:35.35,35.906,0.058,-37.39,0.096,2459062.446886,0.0019729566,0.77685,3e-05,1.43,0.442,0.901535,0.008155,830.0,7.51073,3.28324,0.350139,4180.32,2240.0,15.0,222.852,3.6895,5190.0,133.3,4.42,0.09,0.96,0.06,,,0.88,0.11214,"1,2,28",2018-12-20,2020-11-20,2023-12-03 12:02:54,
224245334,333.01,,1,4,1,3,4,4,4,7.0,42.6,20.56,9,1,2,PC,PC,11.5166,0.006,,1,spoc-s01-s69-b0A-PC,QLP,23:33:25.8,-41:10:17.47,16.701,0.042,1.791,0.05,2459089.918368,0.0027782856,3.78523282768119,1.7001064e-05,3.53982975332825,0.29926735,1.454644,0.110929,1338.879127814,102.16418,4.78648334655201,0.3589693,650.495854375769,1288.04454551711,12.746865,352.269,4.7305,6150.0,129.2,4.4,0.08,1.12899994850159,0.0535025,,,1.17,0.159892,"29,69",2018-12-20,2024-04-24,2024-04-30 12:16:05,
233964642,334.01,,5,5,5,5,3,5,5,65.3,134.1,317.0,1,1,1,PC,APC,9.5498,0.006,,1,qlp-s69-ffi,QLP,02:25:59.69,-63:38:51.39,-3.306,0.038,-13.937,0.037,2460188.713023,0.0002552,17.9160113,3.5e-06,1.889,0.07,10.808928,0.749661,9906.0,690.225,18.2667,0.987092,27.7718,639.0,139.0,199.657,0.8155,6090.2,99.1,4.11,0.31,1.57,0.07,,,1.18,0.166641,"1,2,3,28,29,30,68,69",2018-09-29,2023-11-16,2023-12-08 12:13:22,v-shaped; TFOP APC/SB1
41865539,335.01,,5,5,5,5,5,5,5,26.8,92.4,44.25,3,0,1,EB,FP,12.3571,0.006,,1,qlp-s01s02,QLP,01:25:17.34,-39:56:52.34,-13.501,0.023,-13.674,0.027,2458354.86627,0.00394,1.26092,0.0004,2.718,0.72,5.252382,0.030173,4825.94,27.7901,8.46782,0.678134,5014.81,2344.0,12.0,472.613,4.7065,5875.0,75.2,4.36,,1.11,0.03,-0.28,0.12,1.2,0.171697,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,TFOP FP; retired as NEB
55452495,336.01,,5,5,5,5,5,5,5,10.2,43.4,94.26,1,0,1,EB,FP,9.9524,0.006,,1,qlp-s66-ffi,QLP,04:42:40.87,-64:53:06.75,-11.324,0.069,-2.566,0.08,2460108.108861,0.0103484,17.7082945,0.0002741,3.449,1.047,2.544688,0.451074,2341.0,415.368,11.7171,1.73563,100.109,881.0,67.0,600.497,14.7285,7859.0,158.5,4.12,1.52,2.8,0.1,,,1.88,0.301251,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66",2018-10-01,2024-09-18,2024-10-01 12:15:24,TFOPWG FP Retired as NEB
155986102,337.01,,5,5,5,5,5,5,5,99.8,192.2,317.0,2,0,3,EB,FP,12.0235,0.006,,1,qlp-s01s02,QLP,00:29:19.22,-50:08:24.19,27.779,1.146,18.042,1.146,2458360.61731,0.00148,6.87168,0.00112,3.16,0.165,43.472209,3.633278,39248.4,3340.78,28.967,8.47293,380.128,1230.0,26.0,292.682,,5446.0,57.0,4.43,2.0,1.33,0.03,,,,,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,TFOP FP: retired as eccentric EB
116156517,338.01,,3,5,5,3,5,4,5,31.6,91.8,131.15,0,0,1,KP,KP,11.3151,0.006,,1,qlp-s29-tois,QLP,00:30:50.29,-40:34:24.46,38.231,0.03,-9.135,0.039,2459108.86073,0.00095,5.36777,1e-05,4.271,0.164,7.24426,0.001001,6650.0,0.921726,14.2607,0.695606,747.132,1456.0,18.0,542.251,9.952,6561.0,138.0,4.1,0.09,1.72,0.08,,,1.36,0.223669,"2,29",2018-12-20,2022-10-20,2022-12-14 12:09:24,WASP-190 b
69838258,339.01,,5,5,5,5,5,5,5,51.6,90.7,317.0,1,0,1,EB,FP,12.0885,0.011,,1,qlp-s01s02,QLP,22:31:41.19,-21:56:44.53,-3.88,0.084,-5.173,0.064,2458354.57336,0.00139,6.73069,0.00072,3.503,0.193,16.102705,0.007949,14721.7,7.32169,22.1494,0.857494,457.721,1288.0,61.0,650.653,17.711,6048.2,96.2,4.28,,1.66,0.05,,,1.23,0.180575,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,WASP confirms NEB; TFOP FP
80439101,340.01,,3,4,3,3,3,3,3,58.6,204.9,317.0,2,0,1,PC,PC,12.6435,0.006,,1,spoc-s01-s69-b0A-PC,QLP,00:46:59.36,-44:22:11.82,2.997,1.061,-4.86,1.061,2459088.695472,0.0048944303,14.849971681312,8.018309e-05,5.98881652102068,0.20173672,59.765635,3.949745,53558.5635109338,3631.2407,,,71.4587134073214,741.538232943422,12.111504,497.551,,5829.0,242.2,,,,,,,,,"2,29,69",2018-12-20,2024-03-13,2024-03-16 12:15:27,V-shaped; actual period is ~14.85 d (2x alerted period of 7.42 days); possible odd-even; likely too large; no stellar radius but Gaia DR3 suggests sun-like star
33911302,341.01,,3,4,4,3,4,4,4,45.6,95.5,92.26,5,0,4,PC,PC,13.3302,0.007,,1,qlp,QLP,23:43:22.8,-23:59:52.88,15.483,0.097,-22.345,0.062,2458355.75117,0.00169,1.81383,0.00024,1.113,0.123,14.394141,0.020436,13170.0,18.8225,11.581,,120.54,923.0,22.0,415.551,8.7935,4775.0,125.0,4.38,,0.94,,,,0.77,,2,2018-12-20,2020-05-20,2022-12-14 12:09:24,
415969574,342.01,,5,5,5,5,5,5,5,11.5,51.4,82.69,2,0,1,EB,FP,12.8691,0.008,,1,qlp-s01s02,QLP,22:48:40.9,-18:31:13.68,19.229,2.15,-3.888,2.149,2458362.57199,0.00281,10.45776,0.00388,3.148,0.289,9.567455,0.013427,8773.24,12.3668,,,65.5508,792.0,21.0,508.84,,5800.0,200.4,4.38,,,,,,,,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,TFOP FP; retired as SEB2
66497310,343.01,,3,4,3,3,4,4,4,22.3,70.0,53.13,6,2,5,PC,PC,12.4115,0.007,,1,spoc-s01-s69-b0A-PC,QLP,23:44:10.89,-18:53:22.29,10.887,0.079,-3.309,0.075,2459089.671576,0.0009981599,1.75631157644984,5.1615148e-06,1.85436827803182,0.10833118,3.781625,0.234462,3476.94631585311,215.92435,8.36511293864509,0.5778891,1827.77356779606,1667.63248971861,17.089302,519.27,14.05,5885.0,121.6,4.31,0.08,1.20235002040863,0.0648392,,,1.07,0.134429,"2,29,69",2018-12-20,2024-03-13,2024-03-16 12:15:27,~8 sigma odd-even in SPOC s1-s69
13023378,344.01,,3,4,3,3,3,4,4,18.2,78.9,65.84,4,3,5,PC,PC,11.9221,0.007,,1,spoc-s01-s69-b0A-PC,QLP,23:08:12.9,-28:00:28.17,31.013,0.07,2.948,0.077,2459092.388012,0.0005514956,6.06721865125346,5.439676e-06,3.08034381469386,0.098059714,8.139137,0.149254,7468.3938626862,137.45818,9.49016418618521,0.5739224,316.765766240763,1075.98027428567,52.88886,404.201,8.737001,6149.0,126.6,4.44,0.08,1.07939994335175,0.0536482,,,1.17,0.163908,"2,29,69",2018-12-20,2024-04-24,2024-04-30 12:16:05,
308208458,345.01,,1,4,1,3,1,4,4,7.3,39.4,66.73,10,0,0,PC,PC,13.5263,0.006,,1,spoc-s01-s69-b0A-PC,QLP,00:22:47.27,-34:23:31.78,-1.764,0.045,-6.28,0.026,2459091.71607,0.0020567367,11.2237372087197,3.1246727e-05,3.37193019708916,0.27597234,12.306148,0.641615,11270.3887544168,590.77496,9.56549406696851,0.96399474,57.9380401454604,703.656493284093,18.012915,516.33,7.709,5136.0,122.0,4.47,,0.903365015983582,,,,0.87,,"2,29,69",2018-12-20,2024-04-22,2024-04-30 12:16:05,possible odd even;
118327533,346.01,,3,4,4,3,3,4,4,51.9,183.1,317.0,12,0,1,PC,PC,12.7291,0.006,,1,qlp-tois-update,QLP,00:41:22.68,-37:20:34.87,4.562,0.041,-4.618,0.032,2460192.019645,0.01036108,16.56308,0.00099,2.317,0.157,15.318724,2.810491,14010.0,2585.21,30.0184,7.70669,184.89,1027.0,20.49329,745.217,16.5315,6177.0,125.1,4.25,0.08,1.35,0.06,,,1.18,0.160467,"2,29,69",2018-12-20,2024-04-22,2024-04-30 12:16:05,V-shaped; period 2x alerted period (8.2815 d)
224271611,347.01,,3,4,4,3,3,4,4,38.5,108.5,99.94,8,1,1,PC,PC,11.2043,0.006,,1,qlp,QLP,23:37:57.56,-36:34:17.88,-6.342,0.086,-12.054,0.06,2458355.18601,0.00428,4.04003,1e-05,0.196,0.08,0.903709,0.125113,832.0,115.227,12.106,1.88226,1.86549,325.0,1000.0,344.084,5.0925,5692.2,130.0,4.1,0.08,1.48,0.08,-0.46,0.1,1.01,0.12444,"2,29",2018-12-20,2020-11-17,2023-08-10 00:00:00,
70785910,348.01,,3,4,4,3,4,4,4,35.0,86.6,57.54,8,1,3,PC,PC,12.2494,0.006,,1,spoc-s01-s69-b0A-PC,QLP,00:06:20.06,-30:20:11.01,-5.809,0.082,-26.065,0.062,2459088.639473,0.00040820977,0.494793787881867,6.320613e-06,0.944903841930711,0.1364694,3.167976,0.157121,2913.56115639805,144.70316,8.76655138053924,1.3032895,15589.0579756442,2849.86782127216,19.91589,607.923,22.4195,5879.0,124.1,4.11,0.08,1.51209998130798,0.0864573,,,1.07,0.131183,"2,29,69",2018-12-20,2024-04-22,2024-04-30 12:16:05,a/Rs < 2; 5+ sigma odd-even in s1-s69 SPOC TEC plots
382474101,349.01,,5,5,5,5,5,5,5,122.6,306.2,131.37,0,1,0,PC,FP,10.179,0.04,,1,qlp-toi-update-03-29-22,QLP,00:49:05.83,-52:02:47.5,-7.4,2.0,-5.2,2.0,2459107.753084,0.0002037,2.6520851,1.3e-06,3.56,0.049,11.877542,0.000235,10880.0,0.216525,,,,,193.0,216.661,,6054.0,193.0,4.29,2.0,,,,,,,"2,29",2018-12-20,2022-03-29,2022-12-14 12:09:24,400 ppm secondary; synchronized; likely EB; TFOP APC
199731190,350.01,,5,5,5,5,3,5,5,30.0,107.8,55.08,5,0,1,PC,APC,12.3856,0.006,,1,qlp-toi-update-03-29-22,QLP,01:25:10.09,-47:15:46.19,11.019,0.025,26.953,0.028,2459109.819661,0.0015289,2.5130547,6.2e-06,1.796,0.216,5.496859,0.59271,5050.0,545.757,8.55709,2.22347,1258.82,1659.0,32.0,341.681,2.2095,5635.0,280.6,4.41,2.0,0.85,0.04,,,1.0,0.121412,"2,3,29",2018-12-20,2022-03-29,2022-12-14 12:09:24,TFOP APC: previously retired as BEB to chromaticity; odd-even
228381868,351.01,,3,5,5,3,5,4,5,33.1,28.9,317.0,0,1,1,KP,KP,12.0719,0.007,,1,spoc-s01-s69-b0A-KP,QLP,23:50:19.36,-17:04:39.34,28.016,0.077,-3.212,0.072,2459091.364241,0.00088068447,3.46549525168069,5.215204e-06,4.16125584917831,0.11982076,6.407549,0.145735,5884.19055689619,134.21783,14.2776184106371,1.1134071,1373.53240628827,1552.67112730195,26.937891,602.236,27.416,5570.3,131.6,3.93,0.09,1.77737998962402,0.128781,0.22,0.1,0.98,0.1238,"29,69",2018-12-20,2024-03-14,2024-03-16 12:15:27,WASP-165 b
47423120,352.01,,5,5,5,5,4,5,5,99.6,263.3,317.0,3,2,5,PC,APC,11.014,0.007,,1,qlp-s01s02,QLP,22:48:16.21,-24:50:19.26,9.592,0.222,-20.271,0.111,2458356.83006,0.0002,11.6235,0.00022,2.783,0.142,49.660444,0.021681,44708.7,19.9684,20.7208,1.02159,31.7369,661.0,230.0,183.391,2.38,5518.0,125.0,4.34,2.0,0.89,0.04,,,1.0,0.126548,2,2018-12-20,2021-12-06,2022-12-14 12:09:24,The period could be half; TFOP APC: previously retired as SB1 due to CHIRON RVs
100099031,353.01,,3,4,4,3,3,4,4,154.6,248.5,317.0,12,0,2,PC,PC,13.4735,0.006,,1,spoc,UNKNOWN,01:37:05.37,-46:56:43.23,-0.214,0.022,-1.979,0.025,2459088.398145,0.0016571997,1.29794344397235,6.727932e-05,2.42519259050173,0.12685962,11.565922,0.562175,10596.0695936946,517.648,39.1529227509787,22.587591,1915.91219014114,1687.38292368422,20.798897,1367.8,33.885,4965.0,122.0,,,2.63993000984192,,,,,,"2,3,29,30",2018-12-20,2021-10-04,2022-12-14 12:09:24,Too large radius for a planet; 4 sigma odd-even in multisector report
100097716,354.01,,3,5,5,3,3,4,4,202.6,332.3,317.0,3,0,5,PC,APC,11.3534,0.006,,1,qlp-s30-tois,QLP,01:36:11.49,-42:18:13.34,24.819,0.076,14.274,0.082,2459140.430589,0.0003533,3.0002084,2.2e-06,1.7,0.075,9.317482,1.606786,8545.0,1478.81,25.2021,6.12219,777.419,1471.0,21.0,366.824,8.772,5767.0,121.0,4.15,0.08,1.41,0.07,,,1.03,0.129583,"2,3,29,30",2018-12-20,2022-10-20,2022-12-14 12:09:24,Two stars in the same pixel; possible synchronized spot rotation; Large radius; V shaped
